602  ìœè¨ñq                                                     2020ï‚ê≥    -7
20211013 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211013 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101310 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101311 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101312 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101313 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101314 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101315 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101316 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101317 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101318 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101319 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110131940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101320 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101321 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101322 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101323 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110132340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211014 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101410 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101411 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101412 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101413 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101414 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101415 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101416 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101417 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101418 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101419 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110141940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101420 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101421 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101422 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101423 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110142340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211015 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101510 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101511 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101512 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101513 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101514 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101515 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101516 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101517 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101518 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101519 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110151940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101520 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101521 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101522 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101523 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110152340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211016 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101610 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101611 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101612 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101613 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101614 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101615 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101616 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101617 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101618 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101619 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110161940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101620 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101621 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101622 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
2021101623 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110162340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
20211017 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
